library,r1_file,r2_file,lab,cruise_id,sample_type
e04416-A,e04416-A_S57_L001_R1_001.fastq.gz,e04416-A_S57_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04416-B,e04416-B_S153_L001_R1_001.fastq.gz,e04416-B_S153_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04416-C,e04416-C_S249_L001_R1_001.fastq.gz,e04416-C_S249_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04417-A,e04417-A_S58_L001_R1_001.fastq.gz,e04417-A_S58_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04417-B,e04417-B_S154_L001_R1_001.fastq.gz,e04417-B_S154_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04417-C,e04417-C_S250_L001_R1_001.fastq.gz,e04417-C_S250_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04418-A,e04418-A_S59_L001_R1_001.fastq.gz,e04418-A_S59_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04418-B,e04418-B_S155_L001_R1_001.fastq.gz,e04418-B_S155_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04418-C,e04418-C_S251_L001_R1_001.fastq.gz,e04418-C_S251_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04419-A,e04419-A_S60_L001_R1_001.fastq.gz,e04419-A_S60_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04419-B,e04419-B_S156_L001_R1_001.fastq.gz,e04419-B_S156_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04419-C,e04419-C_S252_L001_R1_001.fastq.gz,e04419-C_S252_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04420-A,e04420-A_S61_L001_R1_001.fastq.gz,e04420-A_S61_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04420-B,e04420-B_S157_L001_R1_001.fastq.gz,e04420-B_S157_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04420-C,e04420-C_S253_L001_R1_001.fastq.gz,e04420-C_S253_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04421-A,e04421-A_S62_L001_R1_001.fastq.gz,e04421-A_S62_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04421-B,e04421-B_S158_L001_R1_001.fastq.gz,e04421-B_S158_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04421-C,e04421-C_S254_L001_R1_001.fastq.gz,e04421-C_S254_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04422-A,e04422-A_S63_L001_R1_001.fastq.gz,e04422-A_S63_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04422-B,e04422-B_S159_L001_R1_001.fastq.gz,e04422-B_S159_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04422-C,e04422-C_S255_L001_R1_001.fastq.gz,e04422-C_S255_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04423-A,e04423-A_S64_L001_R1_001.fastq.gz,e04423-A_S64_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04423-B,e04423-B_S160_L001_R1_001.fastq.gz,e04423-B_S160_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04423-C,e04423-C_S256_L001_R1_001.fastq.gz,e04423-C_S256_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04424-A,e04424-A_S65_L001_R1_001.fastq.gz,e04424-A_S65_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04424-B,e04424-B_S161_L001_R1_001.fastq.gz,e04424-B_S161_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04424-C,e04424-C_S257_L001_R1_001.fastq.gz,e04424-C_S257_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04425-A,e04425-A_S66_L001_R1_001.fastq.gz,e04425-A_S66_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04425-B,e04425-B_S162_L001_R1_001.fastq.gz,e04425-B_S162_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04425-C,e04425-C_S258_L001_R1_001.fastq.gz,e04425-C_S258_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04426-A,e04426-A_S67_L001_R1_001.fastq.gz,e04426-A_S67_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04426-B,e04426-B_S163_L001_R1_001.fastq.gz,e04426-B_S163_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04426-C,e04426-C_S259_L001_R1_001.fastq.gz,e04426-C_S259_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04427-A,e04427-A_S68_L001_R1_001.fastq.gz,e04427-A_S68_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04427-B,e04427-B_S164_L001_R1_001.fastq.gz,e04427-B_S164_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04427-C,e04427-C_S260_L001_R1_001.fastq.gz,e04427-C_S260_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04428-A,e04428-A_S69_L001_R1_001.fastq.gz,e04428-A_S69_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04428-B,e04428-B_S165_L001_R1_001.fastq.gz,e04428-B_S165_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04428-C,e04428-C_S261_L001_R1_001.fastq.gz,e04428-C_S261_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04429-A,e04429-A_S70_L001_R1_001.fastq.gz,e04429-A_S70_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04429-B,e04429-B_S166_L001_R1_001.fastq.gz,e04429-B_S166_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04429-C,e04429-C_S262_L001_R1_001.fastq.gz,e04429-C_S262_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04430-A,e04430-A_S71_L001_R1_001.fastq.gz,e04430-A_S71_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04430-B,e04430-B_S167_L001_R1_001.fastq.gz,e04430-B_S167_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04430-C,e04430-C_S263_L001_R1_001.fastq.gz,e04430-C_S263_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04431-A,e04431-A_S72_L001_R1_001.fastq.gz,e04431-A_S72_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04431-B,e04431-B_S168_L001_R1_001.fastq.gz,e04431-B_S168_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04431-C,e04431-C_S264_L001_R1_001.fastq.gz,e04431-C_S264_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04432-A,e04432-A_S73_L001_R1_001.fastq.gz,e04432-A_S73_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04432-B,e04432-B_S169_L001_R1_001.fastq.gz,e04432-B_S169_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04432-C,e04432-C_S265_L001_R1_001.fastq.gz,e04432-C_S265_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04433-A,e04433-A_S74_L001_R1_001.fastq.gz,e04433-A_S74_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04433-B,e04433-B_S170_L001_R1_001.fastq.gz,e04433-B_S170_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04433-C,e04433-C_S266_L001_R1_001.fastq.gz,e04433-C_S266_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04434-A,e04434-A_S75_L001_R1_001.fastq.gz,e04434-A_S75_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04434-B,e04434-B_S171_L001_R1_001.fastq.gz,e04434-B_S171_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04434-C,e04434-C_S267_L001_R1_001.fastq.gz,e04434-C_S267_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04435-A,e04435-A_S76_L001_R1_001.fastq.gz,e04435-A_S76_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04435-B,e04435-B_S172_L001_R1_001.fastq.gz,e04435-B_S172_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04435-C,e04435-C_S268_L001_R1_001.fastq.gz,e04435-C_S268_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04436-A,e04436-A_S77_L001_R1_001.fastq.gz,e04436-A_S77_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04436-B,e04436-B_S173_L001_R1_001.fastq.gz,e04436-B_S173_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04436-C,e04436-C_S269_L001_R1_001.fastq.gz,e04436-C_S269_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04437-A,e04437-A_S78_L001_R1_001.fastq.gz,e04437-A_S78_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04437-B,e04437-B_S174_L001_R1_001.fastq.gz,e04437-B_S174_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04437-C,e04437-C_S270_L001_R1_001.fastq.gz,e04437-C_S270_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04438-A,e04438-A_S79_L001_R1_001.fastq.gz,e04438-A_S79_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04438-B,e04438-B_S175_L001_R1_001.fastq.gz,e04438-B_S175_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04438-C,e04438-C_S271_L001_R1_001.fastq.gz,e04438-C_S271_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04439-A,e04439-A_S80_L001_R1_001.fastq.gz,e04439-A_S80_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04439-B,e04439-B_S176_L001_R1_001.fastq.gz,e04439-B_S176_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04439-C,e04439-C_S272_L001_R1_001.fastq.gz,e04439-C_S272_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04440-A,e04440-A_S81_L001_R1_001.fastq.gz,e04440-A_S81_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04440-B,e04440-B_S177_L001_R1_001.fastq.gz,e04440-B_S177_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04440-C,e04440-C_S273_L001_R1_001.fastq.gz,e04440-C_S273_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04441-A,e04441-A_S82_L001_R1_001.fastq.gz,e04441-A_S82_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04441-B,e04441-B_S178_L001_R1_001.fastq.gz,e04441-B_S178_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04441-C,e04441-C_S274_L001_R1_001.fastq.gz,e04441-C_S274_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04442-A,e04442-A_S83_L001_R1_001.fastq.gz,e04442-A_S83_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04442-B,e04442-B_S179_L001_R1_001.fastq.gz,e04442-B_S179_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04442-C,e04442-C_S275_L001_R1_001.fastq.gz,e04442-C_S275_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04443-A,e04443-A_S84_L001_R1_001.fastq.gz,e04443-A_S84_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04443-B,e04443-B_S180_L001_R1_001.fastq.gz,e04443-B_S180_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04443-C,e04443-C_S276_L001_R1_001.fastq.gz,e04443-C_S276_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04444-A,e04444-A_S85_L001_R1_001.fastq.gz,e04444-A_S85_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04444-B,e04444-B_S181_L001_R1_001.fastq.gz,e04444-B_S181_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04444-C,e04444-C_S277_L001_R1_001.fastq.gz,e04444-C_S277_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04445-A,e04445-A_S86_L001_R1_001.fastq.gz,e04445-A_S86_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04445-B,e04445-B_S182_L001_R1_001.fastq.gz,e04445-B_S182_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04445-C,e04445-C_S278_L001_R1_001.fastq.gz,e04445-C_S278_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04446-A,e04446-A_S87_L001_R1_001.fastq.gz,e04446-A_S87_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04446-B,e04446-B_S183_L001_R1_001.fastq.gz,e04446-B_S183_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04446-C,e04446-C_S279_L001_R1_001.fastq.gz,e04446-C_S279_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04447-A,e04447-A_S88_L001_R1_001.fastq.gz,e04447-A_S88_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04447-B,e04447-B_S184_L001_R1_001.fastq.gz,e04447-B_S184_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04447-C,e04447-C_S280_L001_R1_001.fastq.gz,e04447-C_S280_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04448-A,e04448-A_S89_L001_R1_001.fastq.gz,e04448-A_S89_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04448-B,e04448-B_S185_L001_R1_001.fastq.gz,e04448-B_S185_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04448-C,e04448-C_S281_L001_R1_001.fastq.gz,e04448-C_S281_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04449-A,e04449-A_S90_L001_R1_001.fastq.gz,e04449-A_S90_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04449-B,e04449-B_S186_L001_R1_001.fastq.gz,e04449-B_S186_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04449-C,e04449-C_S282_L001_R1_001.fastq.gz,e04449-C_S282_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04450-A,e04450-A_S91_L001_R1_001.fastq.gz,e04450-A_S91_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04450-B,e04450-B_S187_L001_R1_001.fastq.gz,e04450-B_S187_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04450-C,e04450-C_S283_L001_R1_001.fastq.gz,e04450-C_S283_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04451-A,e04451-A_S92_L001_R1_001.fastq.gz,e04451-A_S92_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04451-B,e04451-B_S188_L001_R1_001.fastq.gz,e04451-B_S188_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04451-C,e04451-C_S284_L001_R1_001.fastq.gz,e04451-C_S284_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04452-A,e04452-A_S93_L001_R1_001.fastq.gz,e04452-A_S93_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04452-B,e04452-B_S189_L001_R1_001.fastq.gz,e04452-B_S189_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04452-C,e04452-C_S285_L001_R1_001.fastq.gz,e04452-C_S285_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04453-A,e04453-A_S94_L001_R1_001.fastq.gz,e04453-A_S94_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04453-B,e04453-B_S190_L001_R1_001.fastq.gz,e04453-B_S190_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04453-C,e04453-C_S286_L001_R1_001.fastq.gz,e04453-C_S286_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04454-A,e04454-A_S95_L001_R1_001.fastq.gz,e04454-A_S95_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04454-B,e04454-B_S191_L001_R1_001.fastq.gz,e04454-B_S191_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04454-C,e04454-C_S287_L001_R1_001.fastq.gz,e04454-C_S287_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04455-A,e04455-A_S289_L001_R1_001.fastq.gz,e04455-A_S289_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04455-B,e04455-B_S329_L001_R1_001.fastq.gz,e04455-B_S329_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04455-C,e04455-C_S369_L001_R1_001.fastq.gz,e04455-C_S369_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04456-A,e04456-A_S290_L001_R1_001.fastq.gz,e04456-A_S290_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04456-B,e04456-B_S330_L001_R1_001.fastq.gz,e04456-B_S330_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04456-C,e04456-C_S370_L001_R1_001.fastq.gz,e04456-C_S370_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04457-A,e04457-A_S291_L001_R1_001.fastq.gz,e04457-A_S291_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04457-B,e04457-B_S331_L001_R1_001.fastq.gz,e04457-B_S331_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04457-C,e04457-C_S371_L001_R1_001.fastq.gz,e04457-C_S371_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04458-A,e04458-A_S292_L001_R1_001.fastq.gz,e04458-A_S292_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04458-B,e04458-B_S332_L001_R1_001.fastq.gz,e04458-B_S332_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04458-C,e04458-C_S372_L001_R1_001.fastq.gz,e04458-C_S372_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04459-A,e04459-A_S293_L001_R1_001.fastq.gz,e04459-A_S293_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04459-B,e04459-B_S333_L001_R1_001.fastq.gz,e04459-B_S333_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04459-C,e04459-C_S373_L001_R1_001.fastq.gz,e04459-C_S373_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04460-A,e04460-A_S294_L001_R1_001.fastq.gz,e04460-A_S294_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04460-B,e04460-B_S334_L001_R1_001.fastq.gz,e04460-B_S334_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04460-C,e04460-C_S374_L001_R1_001.fastq.gz,e04460-C_S374_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04461-A,e04461-A_S295_L001_R1_001.fastq.gz,e04461-A_S295_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04461-B,e04461-B_S335_L001_R1_001.fastq.gz,e04461-B_S335_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04461-C,e04461-C_S375_L001_R1_001.fastq.gz,e04461-C_S375_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04462-A,e04462-A_S296_L001_R1_001.fastq.gz,e04462-A_S296_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04462-B,e04462-B_S336_L001_R1_001.fastq.gz,e04462-B_S336_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04462-C,e04462-C_S376_L001_R1_001.fastq.gz,e04462-C_S376_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04463-A,e04463-A_S297_L001_R1_001.fastq.gz,e04463-A_S297_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04463-B,e04463-B_S337_L001_R1_001.fastq.gz,e04463-B_S337_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04463-C,e04463-C_S377_L001_R1_001.fastq.gz,e04463-C_S377_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04464-A,e04464-A_S298_L001_R1_001.fastq.gz,e04464-A_S298_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04464-B,e04464-B_S338_L001_R1_001.fastq.gz,e04464-B_S338_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04464-C,e04464-C_S378_L001_R1_001.fastq.gz,e04464-C_S378_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04465-A,e04465-A_S299_L001_R1_001.fastq.gz,e04465-A_S299_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04465-B,e04465-B_S339_L001_R1_001.fastq.gz,e04465-B_S339_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04465-C,e04465-C_S379_L001_R1_001.fastq.gz,e04465-C_S379_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04466-A,e04466-A_S300_L001_R1_001.fastq.gz,e04466-A_S300_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04466-B,e04466-B_S340_L001_R1_001.fastq.gz,e04466-B_S340_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04466-C,e04466-C_S380_L001_R1_001.fastq.gz,e04466-C_S380_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04467-A,e04467-A_S301_L001_R1_001.fastq.gz,e04467-A_S301_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04467-B,e04467-B_S341_L001_R1_001.fastq.gz,e04467-B_S341_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04467-C,e04467-C_S381_L001_R1_001.fastq.gz,e04467-C_S381_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04468-A,e04468-A_S302_L001_R1_001.fastq.gz,e04468-A_S302_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04468-B,e04468-B_S342_L001_R1_001.fastq.gz,e04468-B_S342_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04468-C,e04468-C_S382_L001_R1_001.fastq.gz,e04468-C_S382_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04469-A,e04469-A_S303_L001_R1_001.fastq.gz,e04469-A_S303_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04469-B,e04469-B_S343_L001_R1_001.fastq.gz,e04469-B_S343_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04469-C,e04469-C_S383_L001_R1_001.fastq.gz,e04469-C_S383_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04470-A,e04470-A_S304_L001_R1_001.fastq.gz,e04470-A_S304_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04470-B,e04470-B_S344_L001_R1_001.fastq.gz,e04470-B_S344_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04470-C,e04470-C_S384_L001_R1_001.fastq.gz,e04470-C_S384_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04471-A,e04471-A_S305_L001_R1_001.fastq.gz,e04471-A_S305_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04471-B,e04471-B_S345_L001_R1_001.fastq.gz,e04471-B_S345_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04471-C,e04471-C_S385_L001_R1_001.fastq.gz,e04471-C_S385_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04472-A,e04472-A_S306_L001_R1_001.fastq.gz,e04472-A_S306_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04472-B,e04472-B_S346_L001_R1_001.fastq.gz,e04472-B_S346_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04472-C,e04472-C_S386_L001_R1_001.fastq.gz,e04472-C_S386_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04473-A,e04473-A_S307_L001_R1_001.fastq.gz,e04473-A_S307_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04473-B,e04473-B_S347_L001_R1_001.fastq.gz,e04473-B_S347_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04473-C,e04473-C_S387_L001_R1_001.fastq.gz,e04473-C_S387_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04474-A,e04474-A_S308_L001_R1_001.fastq.gz,e04474-A_S308_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04474-B,e04474-B_S348_L001_R1_001.fastq.gz,e04474-B_S348_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04474-C,e04474-C_S388_L001_R1_001.fastq.gz,e04474-C_S388_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04475-A,e04475-A_S309_L001_R1_001.fastq.gz,e04475-A_S309_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04475-B,e04475-B_S349_L001_R1_001.fastq.gz,e04475-B_S349_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04475-C,e04475-C_S389_L001_R1_001.fastq.gz,e04475-C_S389_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04476-A,e04476-A_S310_L001_R1_001.fastq.gz,e04476-A_S310_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04476-B,e04476-B_S350_L001_R1_001.fastq.gz,e04476-B_S350_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04476-C,e04476-C_S390_L001_R1_001.fastq.gz,e04476-C_S390_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04477-A,e04477-A_S311_L001_R1_001.fastq.gz,e04477-A_S311_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04477-B,e04477-B_S351_L001_R1_001.fastq.gz,e04477-B_S351_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04477-C,e04477-C_S391_L001_R1_001.fastq.gz,e04477-C_S391_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04478-A,e04478-A_S312_L001_R1_001.fastq.gz,e04478-A_S312_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04478-B,e04478-B_S352_L001_R1_001.fastq.gz,e04478-B_S352_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04478-C,e04478-C_S392_L001_R1_001.fastq.gz,e04478-C_S392_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04479-A,e04479-A_S313_L001_R1_001.fastq.gz,e04479-A_S313_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04479-B,e04479-B_S353_L001_R1_001.fastq.gz,e04479-B_S353_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04479-C,e04479-C_S393_L001_R1_001.fastq.gz,e04479-C_S393_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04480-A,e04480-A_S314_L001_R1_001.fastq.gz,e04480-A_S314_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04480-B,e04480-B_S354_L001_R1_001.fastq.gz,e04480-B_S354_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04480-C,e04480-C_S394_L001_R1_001.fastq.gz,e04480-C_S394_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04481-A,e04481-A_S315_L001_R1_001.fastq.gz,e04481-A_S315_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04481-B,e04481-B_S355_L001_R1_001.fastq.gz,e04481-B_S355_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04481-C,e04481-C_S395_L001_R1_001.fastq.gz,e04481-C_S395_L001_R2_001.fastq.gz,ABL,SKQ2024,sample
e04482-A,e04482-A_S316_L001_R1_001.fastq.gz,e04482-A_S316_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04482-B,e04482-B_S356_L001_R1_001.fastq.gz,e04482-B_S356_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04482-C,e04482-C_S396_L001_R1_001.fastq.gz,e04482-C_S396_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04483-A,e04483-A_S317_L001_R1_001.fastq.gz,e04483-A_S317_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04483-B,e04483-B_S357_L001_R1_001.fastq.gz,e04483-B_S357_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04483-C,e04483-C_S397_L001_R1_001.fastq.gz,e04483-C_S397_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04484-A,e04484-A_S318_L001_R1_001.fastq.gz,e04484-A_S318_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
