library,r1_file,r2_file,lab,cruise_id,sample_type
E1820.DY2306.PCR1,E1820.DY2306.PCR1_R1.fastq.gz,E1820.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1820.DY2306.PCR2,E1820.DY2306.PCR2_R1.fastq.gz,E1820.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1820.DY2306.PCR3,E1820.DY2306.PCR3_R1.fastq.gz,E1820.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1821.DY2306.PCR1,E1821.DY2306.PCR1_R1.fastq.gz,E1821.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1821.DY2306.PCR2,E1821.DY2306.PCR2_R1.fastq.gz,E1821.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1821.DY2306.PCR3,E1821.DY2306.PCR3_R1.fastq.gz,E1821.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1824.DY2306.PCR1,E1824.DY2306.PCR1_R1.fastq.gz,E1824.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1824.DY2306.PCR2,E1824.DY2306.PCR2_R1.fastq.gz,E1824.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1824.DY2306.PCR3,E1824.DY2306.PCR3_R1.fastq.gz,E1824.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1826.DY2306.PCR1,E1826.DY2306.PCR1_R1.fastq.gz,E1826.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1826.DY2306.PCR2,E1826.DY2306.PCR2_R1.fastq.gz,E1826.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1826.DY2306.PCR3,E1826.DY2306.PCR3_R1.fastq.gz,E1826.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1829.DY2306.PCR1,E1829.DY2306.PCR1_R1.fastq.gz,E1829.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1829.DY2306.PCR2,E1829.DY2306.PCR2_R1.fastq.gz,E1829.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1829.DY2306.PCR3,E1829.DY2306.PCR3_R1.fastq.gz,E1829.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1831.DY2306.PCR1,E1831.DY2306.PCR1_R1.fastq.gz,E1831.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1831.DY2306.PCR2,E1831.DY2306.PCR2_R1.fastq.gz,E1831.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1831.DY2306.PCR3,E1831.DY2306.PCR3_R1.fastq.gz,E1831.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1832.DY2306.PCR1,E1832.DY2306.PCR1_R1.fastq.gz,E1832.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1832.DY2306.PCR2,E1832.DY2306.PCR2_R1.fastq.gz,E1832.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1832.DY2306.PCR3,E1832.DY2306.PCR3_R1.fastq.gz,E1832.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1833.DY2306.PCR1,E1833.DY2306.PCR1_R1.fastq.gz,E1833.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1833.DY2306.PCR2,E1833.DY2306.PCR2_R1.fastq.gz,E1833.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1833.DY2306.PCR3,E1833.DY2306.PCR3_R1.fastq.gz,E1833.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1834.DY2306.PCR1,E1834.DY2306.PCR1_R1.fastq.gz,E1834.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1834.DY2306.PCR2,E1834.DY2306.PCR2_R1.fastq.gz,E1834.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1834.DY2306.PCR3,E1834.DY2306.PCR3_R1.fastq.gz,E1834.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1835.DY2306.PCR1,E1835.DY2306.PCR1_R1.fastq.gz,E1835.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1835.DY2306.PCR2,E1835.DY2306.PCR2_R1.fastq.gz,E1835.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1835.DY2306.PCR3,E1835.DY2306.PCR3_R1.fastq.gz,E1835.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1836.DY2306.PCR1,E1836.DY2306.PCR1_R1.fastq.gz,E1836.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1836.DY2306.PCR2,E1836.DY2306.PCR2_R1.fastq.gz,E1836.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1836.DY2306.PCR3,E1836.DY2306.PCR3_R1.fastq.gz,E1836.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1837.DY2306.PCR1,E1837.DY2306.PCR1_R1.fastq.gz,E1837.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1837.DY2306.PCR2,E1837.DY2306.PCR2_R1.fastq.gz,E1837.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1837.DY2306.PCR3,E1837.DY2306.PCR3_R1.fastq.gz,E1837.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1838.DY2306.PCR1,E1838.DY2306.PCR1_R1.fastq.gz,E1838.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1838.DY2306.PCR2,E1838.DY2306.PCR2_R1.fastq.gz,E1838.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1838.DY2306.PCR3,E1838.DY2306.PCR3_R1.fastq.gz,E1838.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1839.DY2306.PCR1,E1839.DY2306.PCR1_R1.fastq.gz,E1839.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1839.DY2306.PCR2,E1839.DY2306.PCR2_R1.fastq.gz,E1839.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1839.DY2306.PCR3,E1839.DY2306.PCR3_R1.fastq.gz,E1839.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1840.DY2306.PCR1,E1840.DY2306.PCR1_R1.fastq.gz,E1840.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1840.DY2306.PCR2,E1840.DY2306.PCR2_R1.fastq.gz,E1840.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1840.DY2306.PCR3,E1840.DY2306.PCR3_R1.fastq.gz,E1840.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1841.DY2306.PCR1,E1841.DY2306.PCR1_R1.fastq.gz,E1841.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1841.DY2306.PCR2,E1841.DY2306.PCR2_R1.fastq.gz,E1841.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1841.DY2306.PCR3,E1841.DY2306.PCR3_R1.fastq.gz,E1841.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1842.DY2306.PCR1,E1842.DY2306.PCR1_R1.fastq.gz,E1842.DY2306.PCR1_R2.fastq.gz,PMEL,DY2306,sample
E1842.DY2306.PCR2,E1842.DY2306.PCR2_R1.fastq.gz,E1842.DY2306.PCR2_R2.fastq.gz,PMEL,DY2306,sample
E1842.DY2306.PCR3,E1842.DY2306.PCR3_R1.fastq.gz,E1842.DY2306.PCR3_R2.fastq.gz,PMEL,DY2306,sample
E1877.SKQ23-12S,E1877.SKQ23-12S_R1.fastq.gz,E1877.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1878.SKQ23-12S,E1878.SKQ23-12S_R1.fastq.gz,E1878.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1879.SKQ23-12S,E1879.SKQ23-12S_R1.fastq.gz,E1879.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1880.SKQ23-12S,E1880.SKQ23-12S_R1.fastq.gz,E1880.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1881.SKQ23-12S,E1881.SKQ23-12S_R1.fastq.gz,E1881.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1882.SKQ23-12S,E1882.SKQ23-12S_R1.fastq.gz,E1882.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1883.SKQ23-12S,E1883.SKQ23-12S_R1.fastq.gz,E1883.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1884.SKQ23-12S,E1884.SKQ23-12S_R1.fastq.gz,E1884.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1885.SKQ23-12S,E1885.SKQ23-12S_R1.fastq.gz,E1885.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1886.SKQ23-12S,E1886.SKQ23-12S_R1.fastq.gz,E1886.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1887.SKQ23-12S,E1887.SKQ23-12S_R1.fastq.gz,E1887.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1888.SKQ23-12S,E1888.SKQ23-12S_R1.fastq.gz,E1888.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1889.SKQ23-12S,E1889.SKQ23-12S_R1.fastq.gz,E1889.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1890.SKQ23-12S,E1890.SKQ23-12S_R1.fastq.gz,E1890.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1891.SKQ23-12S,E1891.SKQ23-12S_R1.fastq.gz,E1891.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1892.SKQ23-12S,E1892.SKQ23-12S_R1.fastq.gz,E1892.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1893.SKQ23-12S,E1893.SKQ23-12S_R1.fastq.gz,E1893.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1894.SKQ23-12S,E1894.SKQ23-12S_R1.fastq.gz,E1894.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1895.SKQ23-12S,E1895.SKQ23-12S_R1.fastq.gz,E1895.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1896.SKQ23-12S,E1896.SKQ23-12S_R1.fastq.gz,E1896.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1897.SKQ23-12S,E1897.SKQ23-12S_R1.fastq.gz,E1897.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1898.SKQ23-12S,E1898.SKQ23-12S_R1.fastq.gz,E1898.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1899.SKQ23-12S,E1899.SKQ23-12S_R1.fastq.gz,E1899.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1900.SKQ23-12S,E1900.SKQ23-12S_R1.fastq.gz,E1900.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1901.SKQ23-12S,E1901.SKQ23-12S_R1.fastq.gz,E1901.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1902.SKQ23-12S,E1902.SKQ23-12S_R1.fastq.gz,E1902.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1903.SKQ23-12S,E1903.SKQ23-12S_R1.fastq.gz,E1903.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1904.SKQ23-12S,E1904.SKQ23-12S_R1.fastq.gz,E1904.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1905.SKQ23-12S,E1905.SKQ23-12S_R1.fastq.gz,E1905.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1906.SKQ23-12S,E1906.SKQ23-12S_R1.fastq.gz,E1906.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1907.SKQ23-12S,E1907.SKQ23-12S_R1.fastq.gz,E1907.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1908.SKQ23-12S,E1908.SKQ23-12S_R1.fastq.gz,E1908.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1909.SKQ23-12S,E1909.SKQ23-12S_R1.fastq.gz,E1909.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1910.SKQ23-12S,E1910.SKQ23-12S_R1.fastq.gz,E1910.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1911.SKQ23-12S,E1911.SKQ23-12S_R1.fastq.gz,E1911.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1912.SKQ23-12S,E1912.SKQ23-12S_R1.fastq.gz,E1912.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1913.SKQ23-12S,E1913.SKQ23-12S_R1.fastq.gz,E1913.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1914.SKQ23-12S,E1914.SKQ23-12S_R1.fastq.gz,E1914.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1915.SKQ23-12S,E1915.SKQ23-12S_R1.fastq.gz,E1915.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1916.SKQ23-12S,E1916.SKQ23-12S_R1.fastq.gz,E1916.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1917.SKQ23-12S,E1917.SKQ23-12S_R1.fastq.gz,E1917.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1918.SKQ23-12S,E1918.SKQ23-12S_R1.fastq.gz,E1918.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1919.SKQ23-12S,E1919.SKQ23-12S_R1.fastq.gz,E1919.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1920.SKQ23-12S,E1920.SKQ23-12S_R1.fastq.gz,E1920.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1921.SKQ23-12S,E1921.SKQ23-12S_R1.fastq.gz,E1921.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1922.SKQ23-12S,E1922.SKQ23-12S_R1.fastq.gz,E1922.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1923.SKQ23-12S,E1923.SKQ23-12S_R1.fastq.gz,E1923.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1924.SKQ23-12S,E1924.SKQ23-12S_R1.fastq.gz,E1924.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1925.SKQ23-12S,E1925.SKQ23-12S_R1.fastq.gz,E1925.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1926.SKQ23-12S,E1926.SKQ23-12S_R1.fastq.gz,E1926.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1927.SKQ23-12S,E1927.SKQ23-12S_R1.fastq.gz,E1927.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1928.SKQ23-12S,E1928.SKQ23-12S_R1.fastq.gz,E1928.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1929.SKQ23-12S,E1929.SKQ23-12S_R1.fastq.gz,E1929.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1930.SKQ23-12S,E1930.SKQ23-12S_R1.fastq.gz,E1930.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1931.SKQ23-12S,E1931.SKQ23-12S_R1.fastq.gz,E1931.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1932.SKQ23-12S,E1932.SKQ23-12S_R1.fastq.gz,E1932.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1933.SKQ23-12S,E1933.SKQ23-12S_R1.fastq.gz,E1933.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1934.SKQ23-12S,E1934.SKQ23-12S_R1.fastq.gz,E1934.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1935.SKQ23-12S,E1935.SKQ23-12S_R1.fastq.gz,E1935.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1936.SKQ23-12S,E1936.SKQ23-12S_R1.fastq.gz,E1936.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1937.SKQ23-12S,E1937.SKQ23-12S_R1.fastq.gz,E1937.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1938.SKQ23-12S,E1938.SKQ23-12S_R1.fastq.gz,E1938.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1939.SKQ23-12S,E1939.SKQ23-12S_R1.fastq.gz,E1939.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1940.SKQ23-12S,E1940.SKQ23-12S_R1.fastq.gz,E1940.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1941.SKQ23-12S,E1941.SKQ23-12S_R1.fastq.gz,E1941.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1942.SKQ23-12S,E1942.SKQ23-12S_R1.fastq.gz,E1942.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1943.SKQ23-12S,E1943.SKQ23-12S_R1.fastq.gz,E1943.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1944.SKQ23-12S,E1944.SKQ23-12S_R1.fastq.gz,E1944.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1945.SKQ23-12S,E1945.SKQ23-12S_R1.fastq.gz,E1945.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1946.SKQ23-12S,E1946.SKQ23-12S_R1.fastq.gz,E1946.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1947.SKQ23-12S,E1947.SKQ23-12S_R1.fastq.gz,E1947.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1948.SKQ23-12S,E1948.SKQ23-12S_R1.fastq.gz,E1948.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1949.SKQ23-12S,E1949.SKQ23-12S_R1.fastq.gz,E1949.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1950.SKQ23-12S,E1950.SKQ23-12S_R1.fastq.gz,E1950.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1951.SKQ23-12S,E1951.SKQ23-12S_R1.fastq.gz,E1951.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1952.SKQ23-12S,E1952.SKQ23-12S_R1.fastq.gz,E1952.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1953.SKQ23-12S,E1953.SKQ23-12S_R1.fastq.gz,E1953.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1954.SKQ23-12S,E1954.SKQ23-12S_R1.fastq.gz,E1954.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1955.SKQ23-12S,E1955.SKQ23-12S_R1.fastq.gz,E1955.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1956.SKQ23-12S,E1956.SKQ23-12S_R1.fastq.gz,E1956.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1957.SKQ23-12S,E1957.SKQ23-12S_R1.fastq.gz,E1957.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1958.SKQ23-12S,E1958.SKQ23-12S_R1.fastq.gz,E1958.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1959.SKQ23-12S,E1959.SKQ23-12S_R1.fastq.gz,E1959.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1960.SKQ23-12S,E1960.SKQ23-12S_R1.fastq.gz,E1960.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1961.SKQ23-12S,E1961.SKQ23-12S_R1.fastq.gz,E1961.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1962.SKQ23-12S,E1962.SKQ23-12S_R1.fastq.gz,E1962.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1963.SKQ23-12S,E1963.SKQ23-12S_R1.fastq.gz,E1963.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1964.SKQ23-12S,E1964.SKQ23-12S_R1.fastq.gz,E1964.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1965.SKQ23-12S,E1965.SKQ23-12S_R1.fastq.gz,E1965.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1966.SKQ23-12S,E1966.SKQ23-12S_R1.fastq.gz,E1966.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1967.SKQ23-12S,E1967.SKQ23-12S_R1.fastq.gz,E1967.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1968.SKQ23-12S,E1968.SKQ23-12S_R1.fastq.gz,E1968.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1969.SKQ23-12S,E1969.SKQ23-12S_R1.fastq.gz,E1969.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1970.SKQ23-12S,E1970.SKQ23-12S_R1.fastq.gz,E1970.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1971.SKQ23-12S,E1971.SKQ23-12S_R1.fastq.gz,E1971.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1972.SKQ23-12S,E1972.SKQ23-12S_R1.fastq.gz,E1972.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1973.SKQ23-12S,E1973.SKQ23-12S_R1.fastq.gz,E1973.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1974.SKQ23-12S,E1974.SKQ23-12S_R1.fastq.gz,E1974.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1975.SKQ23-12S,E1975.SKQ23-12S_R1.fastq.gz,E1975.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1976.SKQ23-12S,E1976.SKQ23-12S_R1.fastq.gz,E1976.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1977.SKQ23-12S,E1977.SKQ23-12S_R1.fastq.gz,E1977.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1978.SKQ23-12S,E1978.SKQ23-12S_R1.fastq.gz,E1978.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1979.SKQ23-12S,E1979.SKQ23-12S_R1.fastq.gz,E1979.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1980.SKQ23-12S,E1980.SKQ23-12S_R1.fastq.gz,E1980.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1981.SKQ23-12S,E1981.SKQ23-12S_R1.fastq.gz,E1981.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1982.SKQ23-12S,E1982.SKQ23-12S_R1.fastq.gz,E1982.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1983.SKQ23-12S,E1983.SKQ23-12S_R1.fastq.gz,E1983.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1984.SKQ23-12S,E1984.SKQ23-12S_R1.fastq.gz,E1984.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1985.SKQ23-12S,E1985.SKQ23-12S_R1.fastq.gz,E1985.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1986.SKQ23-12S,E1986.SKQ23-12S_R1.fastq.gz,E1986.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1987.SKQ23-12S,E1987.SKQ23-12S_R1.fastq.gz,E1987.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1988.SKQ23-12S,E1988.SKQ23-12S_R1.fastq.gz,E1988.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1989.SKQ23-12S,E1989.SKQ23-12S_R1.fastq.gz,E1989.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1990.SKQ23-12S,E1990.SKQ23-12S_R1.fastq.gz,E1990.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1991.SKQ23-12S,E1991.SKQ23-12S_R1.fastq.gz,E1991.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1992.SKQ23-12S,E1992.SKQ23-12S_R1.fastq.gz,E1992.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1993.SKQ23-12S,E1993.SKQ23-12S_R1.fastq.gz,E1993.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1994.SKQ23-12S,E1994.SKQ23-12S_R1.fastq.gz,E1994.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1995.SKQ23-12S,E1995.SKQ23-12S_R1.fastq.gz,E1995.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1996.SKQ23-12S,E1996.SKQ23-12S_R1.fastq.gz,E1996.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1997.SKQ23-12S,E1997.SKQ23-12S_R1.fastq.gz,E1997.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1998.SKQ23-12S,E1998.SKQ23-12S_R1.fastq.gz,E1998.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E1999.SKQ23-12S,E1999.SKQ23-12S_R1.fastq.gz,E1999.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2000.SKQ23-12S,E2000.SKQ23-12S_R1.fastq.gz,E2000.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2001.SKQ23-12S,E2001.SKQ23-12S_R1.fastq.gz,E2001.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2002.SKQ23-12S,E2002.SKQ23-12S_R1.fastq.gz,E2002.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2003.SKQ23-12S,E2003.SKQ23-12S_R1.fastq.gz,E2003.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2004.SKQ23-12S,E2004.SKQ23-12S_R1.fastq.gz,E2004.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2005.SKQ23-12S,E2005.SKQ23-12S_R1.fastq.gz,E2005.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2006.SKQ23-12S,E2006.SKQ23-12S_R1.fastq.gz,E2006.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2007.SKQ23-12S,E2007.SKQ23-12S_R1.fastq.gz,E2007.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2008.SKQ23-12S,E2008.SKQ23-12S_R1.fastq.gz,E2008.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2009.SKQ23-12S,E2009.SKQ23-12S_R1.fastq.gz,E2009.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2010.SKQ23-12S,E2010.SKQ23-12S_R1.fastq.gz,E2010.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2011.SKQ23-12S,E2011.SKQ23-12S_R1.fastq.gz,E2011.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2012.SKQ23-12S,E2012.SKQ23-12S_R1.fastq.gz,E2012.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2013.SKQ23-12S,E2013.SKQ23-12S_R1.fastq.gz,E2013.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
